"Sprite Reference","Continent","Type","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian",""
"Thailand","Asia","TheCountry","HUDText","Thailand","PSG_10009588","","","","","","","Thaïlande","Thailandia","Thailand","Tailandia","Tailândia","Thailand","Thaiföld","Tajlandia","Таиланд",""
"Togo","Africa","TheCountry","HUDText","Togo","PSG_10009589","","","","","","","Togo","Togo","Togo","Togo","Togo","Togo","Togo","Togo","Того",""
"Tonga","Oceania","TheCountry","HUDText","Tonga","PSG_10009590","","","","","","","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Тонга",""
"TrinidadandTobago","North America","TheCountry","HUDText","Trinidad and Tobago","PSG_10009591","","","","","","","Trinité-et-Tobago","Trinidad e Tobago","Trinidad und Tobago","Trinidad y Tobago","Trindade e Tobago","Trinidad en Tobago","Trinidad és Tobago","Trynidad i Tobago","Тринидад и Тобаго",""
"Tunisia","Africa","TheCountry","HUDText","Tunisia","PSG_10009592","","","","","","","Tunisie","Tunisia","Tunesien","Túnez","Tunísia","Tunesië","Tunézia","Tunezja","Тунис",""
"Turkey","Asia","TheCountry","HUDText","Turkey","PSG_10009593","","","","","","","Turquie","Turchia","Türkei","Turquía","Turquia","Turkije","Törökország","Turcja","Турция",""
"Turkmenistan","Asia","TheCountry","HUDText","Turkmenistan","PSG_10009594","","","","","","","Turkménistan","Turkmenistan","Turkmenistan","Turkmenistán","Turcomenistão","Turkmenistan","Türkmenisztán","Turkmenistan","Туркменистан",""
"Tuvalu","Oceania","TheCountry","HUDText","Tuvalu","PSG_10009595","","","","","","","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Тувалу",""
"Uganda","Africa","TheCountry","HUDText","Uganda","PSG_10009596","","","","","","","Ouganda","Uganda","Uganda","Uganda","Uganda","Oeganda","Uganda","Uganda","Уганда",""
"UK","Europe","TheCountry","HUDText","the United Kingdom","PSG_10009597","","","","","","","Royaume-Uni","Regno Unito","Vereinigtes Königreich","Reino Unido","Reino Unido","het Verenigd Koninkrijk","az Egyesült Királyság","Wielka Brytania","Великобритания",""
"Ukraine","Europe","TheCountry","HUDText","Ukraine","PSG_10009598","","","","","","","Ukraine","Ucraina","Ukraine","Ucrania","Ucrânia","Oekraïne","Ukrajna","Ukraina","Украина",""
"UnitedArabEmirates","Asia","TheCountry","HUDText","the United Arab Emirates","PSG_10009599","","","","","","","Émirats arabes unis","Emirati Arabi Uniti","Vereinigte Arabische Emirate","Emiratos Árabes Unidos","Emirados Árabes Unidos","de Verenigde Arabische Emiraten","az Egyesült Arab Emírségek","Zjednoczone Emiraty Arabskie","Объединенные Арабские Эмираты",""
"UnitedStates","North America","TheCountry","HUDText","the United States","PSG_10009600","","","","","","","États-Unis","Stati Uniti","USA","Estados Unidos","Estados Unidos","de Verenigde Staten","az Egyesült Államok","Stany Zjednoczone","США",""
"Uruguay","South America","TheCountry","HUDText","Uruguay","PSG_10009601","","","","","","","Uruguay","Uruguay","Uruguay","Uruguay","Uruguai","Uruguay","Uruguay","Urugwaj","Уругвай",""
"Uzbekistan","Asia","TheCountry","HUDText","Uzbekistan","PSG_10009602","","","","","","","Ouzbékistan","Uzbekistan","Usbekistan","Uzbekistán","Uzbequistão","Oezbekistan","Üzbegisztán","Uzbekistan","Узбекистан",""
"Vanuatu","Oceania","TheCountry","HUDText","Vanuatu","PSG_10009603","","","","","","","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Вануату",""
"VaticanCity","Europe","TheCountry","HUDText","the Vatican City","PSG_10009604","","","","","","","Vatican","Città del Vaticano","Vatikanstadt","Ciudad del Vaticano","Cidade do Vaticano","Vaticaanstad","a Vatikán","Watykan","Ватикан",""
"Venezuela","South America","TheCountry","HUDText","Venezuela","PSG_10009605","","","","","","","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Wenezuela","Венесуэла",""
"Vietnam","Asia","TheCountry","HUDText","Vietnam","PSG_10009606","","","","","","","Vietnam","Vietnam","Vietnam","Vietnam","Vietnã","Vietnam","Vietnam","Wietnam","Вьетнам",""
"WallisandFutuna","Oceania","TheCountry","HUDText","Wallis and Futuna","PSG_10009607","","","","","","","Wallis-et-Futuna","Wallis e Futuna","Wallis und Futuna","Wallis y Futuna","Wallis e Futuna","Wallis en Futuna","Wallis és Futuna","Wallis i Futuna","Уоллис и Футуна",""
"Yemen","Asia","TheCountry","HUDText","Yemen","PSG_10009608","","","","","","","Yémen","Yemen","Jemen","Yemen","Iêmen","Jemen","Jemen","Jemen","Йемен",""
"Zambia","Africa","TheCountry","HUDText","Zambia","PSG_10009609","","","","","","","Zambie","Zambia","Sambia","Zambia","Zâmbia","Zambia","Zambia","Zambia","Замбия",""
"Zimbabwe","Africa","TheCountry","HUDText","Zimbabwe","PSG_10009610","","","","","","","Zimbabwe","Zimbabwe","Simbabwe","Zimbabue","Zimbábue","Zimbabwe","Zimbabwe","Zimbabwe","Зимбабве",""
"Afghanistan","Asia","TheCountryUppercase","HUDText","Afghanistan","PSG_10009611","","","","","","","Afghanistan","Afghanistan","Afghanistan","Afganistán","Afeganistão","Afghanistan","Afganisztán","Afganistan","Афганистан",""
"Albania","Europe","TheCountryUppercase","HUDText","Albania","PSG_10009612","","","","","","","Albanie","Albania","Albanien","Albania","Albânia","Albanië","Albánia","Albania","Албания",""
"Algeria","Africa","TheCountryUppercase","HUDText","Algeria","PSG_10009613","","","","","","","Algérie","Algeria","Algerien","Argel","Argélia","Algerije","Algéria","Algieria","Алжир",""
"Andorra","Europe","TheCountryUppercase","HUDText","Andorra","PSG_10009614","","","","","","","Andorre","Andorra","Andorra","Andorra","Andorra","Andorra","Andorra","Andora","Андорра",""
"Angola","Africa","TheCountryUppercase","HUDText","Angola","PSG_10009615","","","","","","","Angola","Angola","Angola","Angola","Angola","Angola","Angola","Angola","Ангола",""
"AntiguaandBarbuda","North America","TheCountryUppercase","HUDText","Antigua and Barbuda","PSG_10009616","","","","","","","Antigua-et-Barbuda","Antigua e Barbuda","Antigua und Barbuda","Antigua y Barbuda","Antígua e Barbuda","Antigua en Barbuda","Antigua és Barbuda","Antigua i Barbuda","Антигуа и Барбуда",""
"Argentina","South America","TheCountryUppercase","HUDText","Argentina","PSG_10009617","","","","","","","Argentine","Argentina","Argentinien","Argentina","Argentina","Argentinië","Argentína","Argentyna","Аргентина",""
"Armenia","Europe","TheCountryUppercase","HUDText","Armenia","PSG_10009618","","","","","","","Arménie","Armenia","Armenien","Armenia","Armênia","Armenië","Örményország","Armenia","Армения",""
"Aruba","South America","TheCountryUppercase","HUDText","Aruba","PSG_10011105","","","","","","","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Аруба",""
"Australia","Oceania","TheCountryUppercase","HUDText","Australia","PSG_10009619","","","","","","","Australie","Australia","Australien","Australia","Austrália","Australië","Ausztrália","Australia","Австралия",""
"Austria","Europe","TheCountryUppercase","HUDText","Austria","PSG_10009620","","","","","","","Autriche","Austria","Österreich","Austria","Áustria","Oostenrijk","Ausztria","Austria","Австрия",""
"Azerbaijan","Europe","TheCountryUppercase","HUDText","Azerbaijan","PSG_10009621","","","","","","","Azerbaïdjan","Azerbaigian","Aserbaidschan","Azerbaiyán","Azerbaijão","Azerbeidzjan","Azerbajdzsán","Azerbejdżan","Азербайджан",""
"Bahamas","North America","TheCountryUppercase","HUDText","Bahamas","PSG_10009622","","","","","","","Bahamas","Bahamas","Bahamas","Bahamas","Bahamas","Bahama's","Bahama-szigetek","Bahamy","Багамы",""
"Bahrain","Asia","TheCountryUppercase","HUDText","Bahrain","PSG_10009623","","","","","","","Bahreïn","Bahrein","Bahrain","Baréin","Bahrein","Bahrein","Bahrein","Bahrajn","Бахрейн",""
"Bangladesh","Asia","TheCountryUppercase","HUDText","Bangladesh","PSG_10009624","","","","","","","Bangladesh","Bangladesh","Bangladesch","Bangladés","Bangladesh","Bangladesh","Banglades","Bangladesz","Бангладеш",""
"Barbados","North America","TheCountryUppercase","HUDText","Barbados","PSG_10009625","","","","","","","Barbade","Barbados","Barbados","Barbados","Barbados","Barbados","Barbados","Barbados","Барбадос",""
"Belarus","Europe","TheCountryUppercase","HUDText","Belarus","PSG_10009626","","","","","","","Biélorussie","Bielorussia","Weißrussland","Bielorrusia","Bielorrússia","Wit-Rusland","Belarusz Köztársaság","Białoruś","Беларусь",""
"Belgium","Europe","TheCountryUppercase","HUDText","Belgium","PSG_10009627","","","","","","","Belgique","Belgio","Belgien","Bélgica","Bélgica","België","Belgium","Belgia","Бельгия",""
"Belize","North America","TheCountryUppercase","HUDText","Belize","PSG_10009628","","","","","","","Belize","Belize","Belize","Belice","Belize","Belize","Belize","Belize","Белиз",""
"Benin","Africa","TheCountryUppercase","HUDText","Benin","PSG_10009629","","","","","","","Bénin","Benin","Benin","Benín","Benin","Benin","Benin","Benin","Бенин",""
"Bhutan","Asia","TheCountryUppercase","HUDText","Bhutan","PSG_10009630","","","","","","","Bhoutan","Bhutan","Bhutan","Bután","Butão","Bhutan","Bhután","Bhutan","Бутан",""
"Bolivia","South America","TheCountryUppercase","HUDText","Bolivia","PSG_10009631","","","","","","","Bolivie","Bolivia","Bolivien","Bolivia","Bolívia","Bolivia","Bolívia","Boliwia","Боливия",""
"BosniaandHerzegovina","Europe","TheCountryUppercase","HUDText","Bosnia and Herzegovina","PSG_10009632","","","","","","","Bosnie-Herzégovine","Bosnia ed Erzegovina","Bosnien und Herzegowina","Bosnia y Herzegovina","Bósnia e Herzegovina","Bosnië-Herzegovina","Bosznia-Hercegovina","Bośnia i Hercegowina","Босния и Герцеговина",""
"Botswana","Africa","TheCountryUppercase","HUDText","Botswana","PSG_10009633","","","","","","","Botswana","Botswana","Botswana","Botsuana","Botsuana","Botswana","Botswana","Botswana","Ботсвана",""
"Brazil","South America","TheCountryUppercase","HUDText","Brazil","PSG_10009634","","","","","","","Brésil","Brasile","Brasilien","Brasil","Brasil","Brazilië","Brazília","Brazylia","Бразилия",""
"Brunei","Asia","TheCountryUppercase","HUDText","Brunei","PSG_10009635","","","","","","","Brunei","Brunei","Brunei","Brunéi","Brunei","Brunei","Brunei","Brunei","Бруней",""
"Bulgaria","Europe","TheCountryUppercase","HUDText","Bulgaria","PSG_10009636","","","","","","","Bulgarie","Bulgaria","Bulgarien","Bulgaria","Bulgária","Bulgarije","Bulgária","Bułgaria","Болгария",""
"Burkina","Africa","TheCountryUppercase","HUDText","Burkina","PSG_10009637","","","","","","","Burkina Faso","Burkina","Burkina","Burkina","Burkina","Burkina Faso","Burkina Faso","Burkina Faso","Буркина-Фасо",""
"Burma","Asia","TheCountryUppercase","HUDText","Burma","PSG_10009638","","","","","","","Birmanie","Birmania","Burma","Birmania","Birmânia","Birma","Burma","Mjanma","Мьянма",""
"Burundi","Africa","TheCountryUppercase","HUDText","Burundi","PSG_10009639","","","","","","","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Бурунди",""
"Cambodia","Asia","TheCountryUppercase","HUDText","Cambodia","PSG_10009640","","","","","","","Cambodge","Cambogia","Kambodscha","Camboya","Camboja","Cambodja","Kambodzsa","Kambodża","Камбоджа",""
"Cameroon","Africa","TheCountryUppercase","HUDText","Cameroon","PSG_10009641","","","","","","","Cameroun","Camerun","Kamerun","Camerún","Camarões","Kameroen","Kamerun","Kamerun","Камерун",""
"Canada","North America","TheCountryUppercase","HUDText","Canada","PSG_10009642","","","","","","","Canada","Canada","Kanada","Canadá","Canadá","Canada","Kanada","Kanada","Канада",""
"CapeVerde","Africa","TheCountryUppercase","HUDText","Cape Verde","PSG_10009643","","","","","","","Cap-Vert","Capo Verde","Kap Verde","Cabo Verde","Cabo Verde","Kaapverdië","Zöld-foki Köztársaság","Republika Zielonego Przylądka","Кабо-Верде",""
"CaymanIslands","North America","TheCountryUppercase","HUDText","Cayman Islands","PSG_10009644","","","","","","","Îles Caïmans","Isole Cayman","Kaimaninseln","Islas Caimán","Ilhas Cayman","Kaaimaneilanden","Kajmán-szigetek","Kajmany","Каймановы острова",""
"CentralAfricanRepublic","Africa","TheCountryUppercase","HUDText","Central African Republic","PSG_10009645","","","","","","","République centrafricaine","Repubblica Centrafricana","Zentralafrikanische Republik","República Centroafricana","República da África Central","Centraal-Afrikaanse Republiek","Közép-Afrika","Republika Środkowoafrykańska","Центральноафриканская Республика",""
"Chad","Africa","TheCountryUppercase","HUDText","Chad","PSG_10009646","","","","","","","Tchad","Ciad","Tschad","Chad","Chade","Tsjaad","Csád","Czad","Чад",""
"Chile","South America","TheCountryUppercase","HUDText","Chile","PSG_10009647","","","","","","","Chili","Cile","Chile","Chile","Chile","Chili","Chile","Chile","Чили",""
"China","Asia","TheCountryUppercase","HUDText","China","PSG_10009648","","","","","","","Chine","Cina","China","China","China","China","Kína","Chiny","Китай",""
"Colombia","South America","TheCountryUppercase","HUDText","Colombia","PSG_10009649","","","","","","","Colombie","Colombia","Kolumbien","Colombia","Colômbia","Colombia","Kolumbia","Kolumbia","Колумбия",""
"Comoros","Africa","TheCountryUppercase","HUDText","Comoros","PSG_10009650","","","","","","","Comores","Comore","Komoren","Comoras","Comores","Comoren","Comore-szigetek","Komory","Коморские острова",""
"Congo","Africa","TheCountryUppercase","HUDText","Congo","PSG_10009651","","","","","","","Congo","Congo","Kongo","Congo","Congo","Congo","Kongói Köztársaság","Kongo","Конго",""
"CongoDemocraticRepublicof","Africa","TheCountryUppercase","HUDText","The Democratic Republic of Congo","PSG_10009652","","","","","","","République démocratique du Congo","Repubblica Democratica del Congo","Demokratische Republik Kongo","República Democrática del Congo","Congo, República Democrática do","Congo, Democratische Republiek","Kongói Demokratikus Köztársaság","Demokratyczna Republika Konga","Демократическая Республика Конго",""
"CostaRica","North America","TheCountryUppercase","HUDText","Costa Rica","PSG_10009653","","","","","","","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Kostaryka","Коста-Рика",""
"Croatia","Europe","TheCountryUppercase","HUDText","Croatia","PSG_10009654","","","","","","","Croatie","Croazia","Kroatien","Croacia","Croácia","Kroatië","Horvátország","Chorwacja","Хорватия",""
"Cuba","North America","TheCountryUppercase","HUDText","Cuba","PSG_10009655","","","","","","","Cuba","Cuba","Kuba","Cuba","Cuba","Cuba","Kuba","Kuba","Куба",""
"Cyprus","Europe","TheCountryUppercase","HUDText","Cyprus","PSG_10009656","","","","","","","Chypre","Cipro","Zypern","Chipre","Chipre","Cyprus","Ciprus","Cypr","Кипр",""
"CzechRepublic","Europe","TheCountryUppercase","HUDText","Czech Republic","PSG_10009657","","","","","","","République tchèque","Repubblica Ceca","Tschechien","República Checa","República Tcheca","Tsjechische Republiek","Cseh Köztársaság","Czechy","Чешская Республика",""
"Denmark","Europe","TheCountryUppercase","HUDText","Denmark","PSG_10009658","","","","","","","Danemark","Danimarca","Dänemark","Dinamarca","Dinamarca","Denemarken","Dánia","Dania","Дания",""
"Djibouti","Africa","TheCountryUppercase","HUDText","Djibouti","PSG_10009659","","","","","","","Djibouti","Gibuti","Dschibuti","Yibuti","Djibuti","Djibouti","Dzsibuti","Dżibuti","Джибути",""
"Dominica","North America","TheCountryUppercase","HUDText","Dominica","PSG_10009660","","","","","","","Dominique","Dominica","Dominica","Dominica","Dominica","Dominica","Dominikai Közösség","Dominika","Доминика",""
